ID_STG_FNT_ITT,NUM_CNPJ,NUM_CMP_CNPJ,NOM_COM,NOM_RAZ_SCL
95,904273197,1819,NMN,NMN
101,667321230,2567,NMN,NMN
128,17765603364,376397,NMN,NMN
132,960315499,3230,NMN,NMN
146,20626417254,2975,NMN,NMN
148,3172930422,2669,NMN,NMN
158,5145367560,3383,NMN,NMN
169,4799896382,2380,NMN,NMN
176,4952951938,2533,NMN,NMN
178,5145257451,3213,NMN,NMN
190,13730135680,3094,NMN,NMN
220,9541206684,3332,NMN,NMN
226,7422512426,2788,NMN,NMN
230,1012115859,2805,NMN,NMN
255,25082840893,1887,NMN,NMN
256,23584436294,2975,NMN,NMN
269,10766709161,1751,NMN,NMN
271,10875375762,2431,NMN,NMN
324,18564646170,2210,NMN,NMN
352,24991621511,2448,NMN,NMN
392,7791534792,2431,NMN,NMN
400,1206494080,2108,NMN,NMN
404,1273441219,2193,NMN,NMN
414,1827888008,3247,NMN,NMN
426,6299422879,1717,NMN,NMN
428,501853124,2737,NMN,NMN
432,5742238682,1734,NMN,NMN
444,640732652,2584,NMN,NMN
487,944897060,2771,NMN,NMN
529,2051051496,1700,NMN,NMN
545,2610738722,1972,NMN,NMN
547,2767709361,3094,NMN,NMN
551,2602386044,2125,NMN,NMN
554,2723821532,3230,NMN,NMN
557,2768402961,3026,NMN,NMN
559,2982302554,2584,NMN,NMN
560,2940675572,2941,NMN,NMN
575,650475709,1802,NMN,NMN
583,1226452420,2567,NMN,NMN
599,650479466,3009,NMN,NMN
605,998002255,2380,NMN,NMN
634,667321230,12699,NMN,NMN
640,667321230,23715,NMN,NMN
654,1440857185,2584,NMN,NMN
664,801553638,2074,NMN,NMN
716,13310973259,3383,NMN,NMN
723,15298342738,2091,NMN,NMN
735,15194234534,2431,NMN,NMN
750,21404641078,1904,NMN,NMN
771,13855896053,2312,NMN,NMN
826,1402802532,3264,NMN,NMN
856,10820912845,2414,NMN,NMN
867,885798294,3179,NMN,NMN
877,1289980978,2312,NMN,NMN
882,341459569,13957,NMN,NMN
894,20354741070,1768,NMN,NMN
897,27577793499,1870,NMN,NMN
944,1512032105,2346,NMN,NMN
949,18273362781,2176,NMN,NMN
975,1484171638,3315,NMN,NMN
1004,280704833,2244,NMN,NMN
1006,1297763459,2720,NMN,NMN
1012,1770639420,1785,NMN,NMN
1017,3040347048,2108,NMN,NMN
90,20237915132,1836,NMN,NMN
121,17765603364,215781,NMN,NMN
156,5375217352,3111,NMN,NMN
157,5145351087,1785,NMN,NMN
159,17765603364,2924,NMN,NMN
172,4952931130,2210,NMN,NMN
188,1209401131,1717,NMN,NMN
196,17855656342,3247,NMN,NMN
198,9835762131,2771,NMN,NMN
219,13458961200,2533,NMN,NMN
233,20263700579,3145,NMN,NMN
236,9385241476,1734,NMN,NMN
238,9372337337,1870,NMN,NMN
264,18575780762,2465,NMN,NMN
274,497221032,3298,NMN,NMN
332,18634960737,3060,NMN,NMN
355,5481387571,2006,NMN,NMN
393,1053622328,1802,NMN,NMN
419,2324962806,3077,NMN,NMN
467,343320729,1870,NMN,NMN
479,275247935,2805,NMN,NMN
482,538739639,2550,NMN,NMN
486,962125506,1870,NMN,NMN
528,13604479347,3281,NMN,NMN
539,2332638646,1921,NMN,NMN
541,2526492332,2635,NMN,NMN
544,2555937386,1972,NMN,NMN
552,15385437512,2363,NMN,NMN
571,20720916786,2550,NMN,NMN
579,3441273280,1819,NMN,NMN
632,667321230,9945,NMN,NMN
688,18147829273,2278,NMN,NMN
706,1384785405,2380,NMN,NMN
733,982788139,2839,NMN,NMN
770,13018198919,1819,NMN,NMN
794,2273774837,3009,NMN,NMN
868,9729822245,3128,NMN,NMN
869,1030763295,1870,NMN,NMN
890,21981339133,1989,NMN,NMN
929,371758329,1853,NMN,NMN
930,2208770067,3383,NMN,NMN
947,3774118048,2839,NMN,NMN
1007,1326006562,1717,NMN,NMN
1013,922063170,2346,NMN,NMN
1019,2543529171,2482,NMN,NMN
1024,2179698979,1751,NMN,NMN
84,1224612357,2465,NMN,NMN
99,1602617710,1819,NMN,NMN
108,17765603364,28203,NMN,NMN
112,17765603364,85850,NMN,NMN
123,17765603364,236436,NMN,NMN
149,26125856632,3095190,NMN,NMN
163,26125856632,3585283,NMN,NMN
164,2761244720,1819,NMN,NMN
194,13132677021,2618,NMN,NMN
234,30686020,3230,NMN,NMN
253,23413063340,2805,NMN,NMN
279,24649123854,1717,NMN,NMN
305,232369294,2771,NMN,NMN
309,20587849048,2040,NMN,NMN
311,20539110643,2261,NMN,NMN
363,19301773038,2941,NMN,NMN
369,15587223381,2057,NMN,NMN
372,15583780524,2873,NMN,NMN
407,1503841845,1717,NMN,NMN
415,2054254194,1734,NMN,NMN
436,8257383429,1751,NMN,NMN
513,1514827891,1717,NMN,NMN
525,1997122073,1870,NMN,NMN
526,14880412902,2023,NMN,NMN
561,2965797764,1700,NMN,NMN
567,1294208759,2822,NMN,NMN
606,6827230804,3315,NMN,NMN
639,667321230,20468,NMN,NMN
642,667321230,27846,NMN,NMN
678,4849345149,2584,NMN,NMN
692,1308399815,1921,NMN,NMN
693,18947030162,1717,NMN,NMN
707,19461689743,2499,NMN,NMN
711,16761097742,2482,NMN,NMN
712,5031867723,3196,NMN,NMN
714,442209304,2992,NMN,NMN
747,21083167882,1700,NMN,NMN
752,25086338371,1700,NMN,NMN
776,12586831161,3128,NMN,NMN
812,9543087496,2176,NMN,NMN
814,25403218779,1887,NMN,NMN
839,25443057140,1785,NMN,NMN
874,845318353,2040,NMN,NMN
883,27516617979,2023,NMN,NMN
899,25368497452,2907,NMN,NMN
940,2096005446,1700,NMN,NMN
965,334026489,3383,NMN,NMN
990,2738612552,2414,NMN,NMN
991,3038017419,2601,NMN,NMN
1009,2085317648,1887,NMN,NMN
1011,2100596211,2737,NMN,NMN
61,110768209,1853,NMN,NMN
74,921958263,2550,NMN,NMN
98,24078152912,3060,NMN,NMN
102,1749965805,1700,NMN,NMN
120,17765603364,170918,NMN,NMN
127,17765603364,330378,NMN,NMN
181,5145173063,2482,NMN,NMN
244,21393802422,2210,NMN,NMN
247,7400202493,2397,NMN,NMN
284,23493468342,3077,NMN,NMN
291,7346581144,2312,NMN,NMN
296,7535018392,1904,NMN,NMN
317,20521669493,3077,NMN,NMN
330,7406055610,2839,NMN,NMN
334,6319474566,1938,NMN,NMN
339,20646566334,2686,NMN,NMN
340,12408155466,1700,NMN,NMN
341,12118122869,2720,NMN,NMN
348,463844422,1768,NMN,NMN
349,19190237823,1853,NMN,NMN
378,707217680,2839,NMN,NMN
382,730635639,2414,NMN,NMN
430,20605092811,1734,NMN,NMN
438,450815146,2550,NMN,NMN
452,502679375,2210,NMN,NMN
465,645158687,2703,NMN,NMN
469,24228636946,1717,NMN,NMN
470,24321219830,2363,NMN,NMN
478,12077600445,2839,NMN,NMN
493,264709550,2482,NMN,NMN
503,1159806708,2550,NMN,NMN
504,1190862937,3298,NMN,NMN
549,2950579891,2788,NMN,NMN
556,2753322941,2414,NMN,NMN
580,1046403108,1938,NMN,NMN
628,872108653,2040,NMN,NMN
650,1044088796,8143,NMN,NMN
655,1571993825,1955,NMN,NMN
729,21119368022,2346,NMN,NMN
777,12479678342,2210,NMN,NMN
795,93607678,2873,NMN,NMN
800,8719849899,2023,NMN,NMN
834,5769153252,3315,NMN,NMN
841,22846063258,3077,NMN,NMN
853,9543557410,2363,NMN,NMN
860,25757451570,3213,NMN,NMN
875,2082554808,2363,NMN,NMN
889,22537627430,3009,NMN,NMN
933,3310126236,1819,NMN,NMN
953,1991268089,3366,NMN,NMN
973,779722289,3179,NMN,NMN
979,2544807418,1938,NMN,NMN
998,1335947873,2397,NMN,NMN
1000,2453140953,2431,NMN,NMN
1020,1332716564,1870,NMN,NMN
1022,2186049176,2737,NMN,NMN
53,4968618339,2890,NMN,NMN
57,637700753,3060,NMN,NMN
62,9727902996,1700,NMN,NMN
63,21420212109,2448,NMN,NMN
77,3830784012,2040,NMN,NMN
80,1196013495,2193,NMN,NMN
85,11922760025,2992,NMN,NMN
86,20299839162,2890,NMN,NMN
92,2324123550,2992,NMN,NMN
106,17765603364,14433,NMN,NMN
117,17765603364,159630,NMN,NMN
122,17765603364,227817,NMN,NMN
136,2427548269,2618,NMN,NMN
151,2227510850,174488,NMN,NMN
160,9556191912,1955,NMN,NMN
187,13638820061,1802,NMN,NMN
217,17562627104,2805,NMN,NMN
246,594641776,2839,NMN,NMN
266,7165769161,2482,NMN,NMN
282,23515317320,2210,NMN,NMN
288,401609139,3196,NMN,NMN
303,124238210,2567,NMN,NMN
318,6950134990,1734,NMN,NMN
323,20665382257,1989,NMN,NMN
333,20632301583,3332,NMN,NMN
351,6567441190,1785,NMN,NMN
361,17302302840,2040,NMN,NMN
403,1268330832,3060,NMN,NMN
437,578258655,3230,NMN,NMN
451,475192296,2380,NMN,NMN
459,374555560,3315,NMN,NMN
489,18112632830,2941,NMN,NMN
492,1041464387,2720,NMN,NMN
506,623955046,3196,NMN,NMN
532,2115154586,2210,NMN,NMN
563,1219353135,2703,NMN,NMN
569,882972741,2771,NMN,NMN
588,3906427450,3264,NMN,NMN
636,667321230,15453,NMN,NMN
637,667321230,17714,NMN,NMN
652,1151773375,3859,NMN,NMN
676,2333776728,2006,NMN,NMN
696,17592292087,3196,NMN,NMN
708,434931128,1785,NMN,NMN
710,13912727325,2788,NMN,NMN
727,12504729440,2380,NMN,NMN
731,15005025078,2907,NMN,NMN
734,15091247361,2210,NMN,NMN
740,1065061815,3213,NMN,NMN
768,19743012169,2754,NMN,NMN
789,315017803,3145,NMN,NMN
802,14695334990,1785,NMN,NMN
811,1756809614,3162,NMN,NMN
827,7631958529,1734,NMN,NMN
854,7667002380,2601,NMN,NMN
888,23186693686,2516,NMN,NMN
891,22856142133,1734,NMN,NMN
898,928505847,3043,NMN,NMN
903,22661665363,2720,NMN,NMN
905,16660171717,3128,NMN,NMN
909,26220787641,2074,NMN,NMN
910,2990624309,1751,NMN,NMN
981,886129777,2907,NMN,NMN
996,1231472639,2618,NMN,NMN
1001,534165058,2686,NMN,NMN
54,224264,1717,NMN,NMN
68,17177675925,1717,NMN,NMN
103,1012355729,3264,NMN,NMN
130,17765603364,439161,NMN,NMN
134,1308160812,3213,NMN,NMN
161,3140501732,3009,NMN,NMN
179,4952944713,2805,NMN,NMN
189,9788477107,3128,NMN,NMN
193,26330219803,2686,NMN,NMN
195,25802197440,2822,NMN,NMN
263,12050462767,2210,NMN,NMN
272,28137272356,2261,NMN,NMN
273,462787838,2040,NMN,NMN
275,604046414,2040,NMN,NMN
297,19148882790,3060,NMN,NMN
345,12053397562,1700,NMN,NMN
371,473367261,2720,NMN,NMN
390,970726146,1989,NMN,NMN
398,1078116812,2261,NMN,NMN
402,1247704324,2754,NMN,NMN
410,1509185166,2839,NMN,NMN
420,25023079161,3043,NMN,NMN
453,481984374,3349,NMN,NMN
461,586999171,2176,NMN,NMN
463,599036310,2482,NMN,NMN
484,21123827003,2482,NMN,NMN
509,19234587185,2890,NMN,NMN
572,364000702,1819,NMN,NMN
589,4059441968,1717,NMN,NMN
638,667321230,19091,NMN,NMN
675,23882801339,2346,NMN,NMN
682,2953138986,2856,NMN,NMN
690,577309868,2771,NMN,NMN
694,10664173984,1700,NMN,NMN
699,1388458017,1751,NMN,NMN
700,12555990815,2380,NMN,NMN
732,282414268,2091,NMN,NMN
739,13921956540,2363,NMN,NMN
741,611486430,2227,NMN,NMN
787,24087367966,2550,NMN,NMN
791,2280464320,2856,NMN,NMN
792,2280470100,1853,NMN,NMN
817,25690524372,2941,NMN,NMN
833,26818206996,1853,NMN,NMN
845,7672750879,1802,NMN,NMN
893,23464518634,2312,NMN,NMN
931,1485103374,2550,NMN,NMN
935,967619685,2499,NMN,NMN
939,1508650227,2703,NMN,NMN
1003,280705700,2006,NMN,NMN
1021,1133325927,2210,NMN,NMN
1023,5012274390,2788,NMN,NMN
55,1988868522,2210,NMN,NMN
89,10280090961,2227,NMN,NMN
97,2353421214,3060,NMN,NMN
100,1617756397,1870,NMN,NMN
135,245524863,2329,NMN,NMN
139,1012357752,1768,NMN,NMN
208,19764421,1819,NMN,NMN
248,22783307775,1734,NMN,NMN
251,23397327868,2465,NMN,NMN
258,7166920537,1717,NMN,NMN
262,11151982286,3230,NMN,NMN
268,7176124031,2839,NMN,NMN
280,22791141987,1955,NMN,NMN
306,18854187178,3383,NMN,NMN
307,6921411858,2210,NMN,NMN
310,7377809617,1751,NMN,NMN
321,7617966305,2295,NMN,NMN
325,7565596037,2567,NMN,NMN
327,20563759164,2210,NMN,NMN
337,7337036919,3196,NMN,NMN
364,14273509723,1955,NMN,NMN
374,15497272709,2329,NMN,NMN
377,659545685,2193,NMN,NMN
396,1019708178,2567,NMN,NMN
406,1373245057,2516,NMN,NMN
423,10715023245,2720,NMN,NMN
433,18709605969,2244,NMN,NMN
434,10716039080,1734,NMN,NMN
439,20628365114,2057,NMN,NMN
443,508709938,2482,NMN,NMN
448,491199428,2193,NMN,NMN
454,5003890789,2465,NMN,NMN
462,697658716,3281,NMN,NMN
468,753222145,3009,NMN,NMN
494,16768414355,2550,NMN,NMN
497,1078651751,2397,NMN,NMN
523,1308902386,2890,NMN,NMN
535,19627685852,3264,NMN,NMN
576,3342316501,3264,NMN,NMN
603,464909965,1972,NMN,NMN
604,6499975007,3111,NMN,NMN
625,2153224556,3213,NMN,NMN
627,20149342990,2465,NMN,NMN
641,667321230,26469,NMN,NMN
649,1044088796,6766,NMN,NMN
660,6101057903,5372,NMN,NMN
661,6101057903,6885,NMN,NMN
677,2557827157,2040,NMN,NMN
679,2749123771,1734,NMN,NMN
728,12993145509,2550,NMN,NMN
737,254848581,2380,NMN,NMN
742,734553323,2210,NMN,NMN
745,320142351,2210,NMN,NMN
774,211351480,1887,NMN,NMN
799,2215366203,1700,NMN,NMN
823,23543756654,1785,NMN,NMN
832,26468637798,1853,NMN,NMN
904,22849372886,2873,NMN,NMN
959,1539399827,2431,NMN,NMN
972,2083296093,1989,NMN,NMN
978,2726138445,3094,NMN,NMN
988,313952838,2363,NMN,NMN
83,20882502177,2210,NMN,NMN
109,17765603364,29410,NMN,NMN
110,17765603364,45917,NMN,NMN
143,2467424200,2686,NMN,NMN
154,2227510850,135660,NMN,NMN
162,17612422382,2941,NMN,NMN
165,3779392587,2958,NMN,NMN
185,18010019623,2023,NMN,NMN
186,21143136538,1717,NMN,NMN
224,9371776966,2431,NMN,NMN
228,23166315140,2771,NMN,NMN
229,18472180331,2907,NMN,NMN
265,7337032295,3315,NMN,NMN
281,22681676590,1700,NMN,NMN
78,2623348081,2125,NMN,NMN
114,17765603364,132090,NMN,NMN
145,2469754407,2652,NMN,NMN
168,4548968953,2618,NMN,NMN
171,3772241571,3383,NMN,NMN
212,9610498191,1700,NMN,NMN
260,12066761500,3077,NMN,NMN
312,6260087378,2618,NMN,NMN
331,7380124796,2159,NMN,NMN
342,19149903827,1887,NMN,NMN
360,332956033,1870,NMN,NMN
376,12042406603,1717,NMN,NMN
384,831429302,2108,NMN,NMN
389,988318154,2958,NMN,NMN
397,1010674327,2533,NMN,NMN
399,1227489930,3213,NMN,NMN
412,1049900008,2720,NMN,NMN
413,1694098348,2414,NMN,NMN
441,5058332609,2397,NMN,NMN
474,301278743,2346,NMN,NMN
488,959631725,1700,NMN,NMN
500,14181227110,1751,NMN,NMN
531,2079156457,3009,NMN,NMN
553,2717474514,2635,NMN,NMN
555,1396926295,1700,NMN,NMN
564,148210471,1853,NMN,NMN
568,21121730597,2363,NMN,NMN
577,74917759,1938,NMN,NMN
585,880741661,2040,NMN,NMN
666,26788270931,2108,NMN,NMN
668,14431808895,1887,NMN,NMN
702,18080421468,2839,NMN,NMN
785,415901923,1717,NMN,NMN
821,23437752899,2907,NMN,NMN
829,879310533,2125,NMN,NMN
837,25856415285,1717,NMN,NMN
852,1296017610,1836,NMN,NMN
908,25355059530,2057,NMN,NMN
911,22929857941,2601,NMN,NMN
958,2423917562,1734,NMN,NMN
960,3248139204,1700,NMN,NMN
989,347090734,3230,NMN,NMN
1002,2171193420,1802,NMN,NMN
1014,2171604378,1853,NMN,NMN
1018,725746048,2210,NMN,NMN
304,20561324050,2295,NMN,NMN
359,232149943,3366,NMN,NMN
388,986321742,2074,NMN,NMN
405,1362832965,1751,NMN,NMN
417,2196170534,2193,NMN,NMN
442,7330084735,1751,NMN,NMN
449,5017483904,2295,NMN,NMN
455,201898001,3162,NMN,NMN
464,651514664,2686,NMN,NMN
477,807685929,3366,NMN,NMN
516,1558522090,2618,NMN,NMN
540,2541837365,1802,NMN,NMN
546,2760560079,3145,NMN,NMN
584,10807270311,2839,NMN,NMN
591,4310122591,3060,NMN,NMN
600,452584982,3383,NMN,NMN
630,667321230,5321,NMN,NMN
633,667321230,11322,NMN,NMN
643,931375617,2210,NMN,NMN
647,1044088796,2142,NMN,NMN
674,1244535439,3162,NMN,NMN
684,695099621,2176,NMN,NMN
687,2979942002,1870,NMN,NMN
701,16484099912,2890,NMN,NMN
844,24557566342,2550,NMN,NMN
849,25369601432,2856,NMN,NMN
862,26153706984,2533,NMN,NMN
876,21129727227,1700,NMN,NMN
881,341459569,12580,NMN,NMN
895,1058331583,1853,NMN,NMN
900,25371072442,2397,NMN,NMN
906,20845119160,2210,NMN,NMN
936,887630554,1870,NMN,NMN
950,585439727,2397,NMN,NMN
961,2027769367,1734,NMN,NMN
971,2484672298,1870,NMN,NMN
987,9638329180,1700,NMN,NMN
69,2083110844,2550,NMN,NMN
82,1198290237,3128,NMN,NMN
140,1506130147,1853,NMN,NMN
144,2333621824,2907,NMN,NMN
147,3017299298,2618,NMN,NMN
155,5375386128,2363,NMN,NMN
173,4952984884,3383,NMN,NMN
175,4799764020,2193,NMN,NMN
227,9657255212,2023,NMN,NMN
235,1455557748,1700,NMN,NMN
261,20589236826,2635,NMN,NMN
294,19937243,3162,NMN,NMN
308,7439816879,2907,NMN,NMN
314,6547812021,2992,NMN,NMN
347,12046452892,1700,NMN,NMN
375,5620934978,2703,NMN,NMN
385,848303723,1700,NMN,NMN
409,1579076926,3111,NMN,NMN
416,2168086959,3230,NMN,NMN
440,5607215570,3213,NMN,NMN
446,19207924623,2771,NMN,NMN
456,479068942,1768,NMN,NMN
475,675874474,3060,NMN,NMN
490,1017060360,3315,NMN,NMN
502,1208465638,2873,NMN,NMN
507,1343658393,3145,NMN,NMN
511,712833528,1955,NMN,NMN
515,1516473168,2006,NMN,NMN
527,2030780747,2737,NMN,NMN
542,12081645867,3060,NMN,NMN
578,1612789065,3060,NMN,NMN
581,896531465,2261,NMN,NMN
592,4787065360,2703,NMN,NMN
596,1275748306,2261,NMN,NMN
597,19932221625,1836,NMN,NMN
621,13715406217,2380,NMN,NMN
624,21418958138,3230,NMN,NMN
657,1617756397,6494,NMN,NMN
658,6101057903,2618,NMN,NMN
736,1199958923,1802,NMN,NMN
751,21919783,2295,NMN,NMN
769,2031711905,3128,NMN,NMN
775,15586599141,2210,NMN,NMN
781,19372177773,1921,NMN,NMN
783,822515386,3043,NMN,NMN
798,1284870013,2550,NMN,NMN
824,23850463973,2380,NMN,NMN
828,7125260609,2074,NMN,NMN
848,25389576534,2414,NMN,NMN
885,1308013133,2618,NMN,NMN
901,26007254789,2992,NMN,NMN
913,23613212024,3128,NMN,NMN
954,6721157111,2108,NMN,NMN
964,892219007,3026,NMN,NMN
992,2473986812,2652,NMN,NMN
999,2157540771,2805,NMN,NMN
1015,1510693168,2720,NMN,NMN
91,20241050493,2499,NMN,NMN
93,332692754,2414,NMN,NMN
113,17765603364,112506,NMN,NMN
166,4203352119,2975,NMN,NMN
174,4953026500,3349,NMN,NMN
182,170270419,1802,NMN,NMN
237,9382987854,2601,NMN,NMN
240,9194619677,3383,NMN,NMN
245,348457704,2873,NMN,NMN
252,23412377254,2006,NMN,NMN
276,22784780519,3230,NMN,NMN
283,23397335382,3281,NMN,NMN
287,200678421,1904,NMN,NMN
290,489117472,3162,NMN,NMN
298,251339543,1768,NMN,NMN
301,465100705,1700,NMN,NMN
302,20587546176,2652,NMN,NMN
313,19800184172,1819,NMN,NMN
316,20640264400,2329,NMN,NMN
338,18851254406,2057,NMN,NMN
344,20563579984,1700,NMN,NMN
346,397142644,2499,NMN,NMN
350,6577882471,2720,NMN,NMN
358,7455794244,2516,NMN,NMN
366,19391006701,2822,NMN,NMN
427,20585567682,3196,NMN,NMN
431,291863412,2193,NMN,NMN
480,847252052,3196,NMN,NMN
508,1356646342,2839,NMN,NMN
512,1409277577,2584,NMN,NMN
518,7112308785,1989,NMN,NMN
533,629925497,3162,NMN,NMN
570,1637849989,3349,NMN,NMN
598,9425806383,1853,NMN,NMN
609,7666061974,2210,NMN,NMN
614,3081783290,2193,NMN,NMN
626,26808937321,3332,NMN,NMN
656,1617756397,3400,NMN,NMN
724,668426944,2890,NMN,NMN
746,16548002725,2771,NMN,NMN
820,8327708978,1972,NMN,NMN
822,23468545271,2737,NMN,NMN
836,25368862170,1700,NMN,NMN
847,1830217059,2941,NMN,NMN
851,27626937949,1819,NMN,NMN
878,3113223889,1921,NMN,NMN
932,3260770238,2142,NMN,NMN
934,2290761390,2261,NMN,NMN
943,3459287517,2584,NMN,NMN
951,1587936799,1938,NMN,NMN
976,2100663548,1802,NMN,NMN
977,1483178056,2941,NMN,NMN
982,2045150116,1734,NMN,NMN
995,2296524339,2805,NMN,NMN
